"TT1" "TT2" "TT3" "TT25" "TT26" "TT27"
"ENSG00000229716" 0 0 0 0 0 0
"ENSG00000236876" 0 1 3 1 2 0
"ENSG00000226133" 1 5 3 0 0 2
"ENSG00000227416" 0 0 0 0 0 0
"ENSG00000232335" 0 0 0 0 0 0
"ENSG00000260971" 1 0 3 0 2 2
"ENSG00000274386" 13 3 6 5 5 9
"ENSG00000259832" 0 0 0 0 0 0
"ENSG00000284696" 0 0 0 0 0 0
"ENSG00000238242" 0 0 0 0 0 0
"ENSG00000285839" 0 0 0 0 0 0
"ENSG00000237290" 0 2 0 0 0 0
"ENSG00000232762" 20 7 3 3 2 0
"ENSG00000117419" 764 1366 1448 685 804 694
"ENSG00000162384" 487 851 889 452 530 431
"ENSG00000162391" 2 1 0 1 0 3
"ENSG00000174348" 0 0 0 0 0 0
"ENSG00000154198" 0 0 0 0 0 0
"ENSG00000117859" 2195 3242 3641 2555 2819 2420
"ENSG00000228121" 0 0 0 0 0 0
"ENSG00000253313" 0 0 0 0 0 0
"ENSG00000040487" 292 520 538 237 260 211
"ENSG00000162396" 77 91 107 68 63 76
"ENSG00000203995" 84 58 93 33 45 56
"ENSG00000227742" 0 0 0 0 0 0
"ENSG00000117713" 1491 607 1011 330 344 635
"ENSG00000230114" 0 0 0 0 0 0
"ENSG00000177868" 103 222 219 117 163 103
"ENSG00000284686" 1 6 7 4 1 0
"ENSG00000162378" 2385 2311 2848 1196 1281 1312
"ENSG00000233079" 0 1 0 0 0 0
"ENSG00000162599" 2554 1338 1985 1051 1356 1687
"ENSG00000259818" 2 3 2 3 2 0
"ENSG00000229444" 0 1 0 0 0 1
"ENSG00000240563" 0 2 0 0 0 0
"ENSG00000234318" 0 0 0 2 0 0
"ENSG00000284773" 1 0 0 0 2 0
"ENSG00000234481" 0 0 0 0 0 0
"ENSG00000117862" 319 594 603 224 265 279
"ENSG00000162551" 1 0 0 1 2 0
"ENSG00000235612" 0 0 0 0 0 0
"ENSG00000228369" 1 0 4 4 0 1
"ENSG00000183431" 2054 3182 3486 1315 1453 1108
"ENSG00000227485" 0 0 0 0 0 0
"ENSG00000224609" 9 7 6 10 6 4
"ENSG00000235545" 3 2 5 0 0 2
"ENSG00000236646" 0 0 0 0 0 0
"ENSG00000169174" 423 760 823 585 805 581
"ENSG00000288527" 0 0 0 0 0 0
"ENSG00000231252" 0 0 0 0 0 0
"ENSG00000232198" 0 0 0 0 0 0
"ENSG00000236180" 0 0 0 0 0 0
"ENSG00000231622" 2 0 2 0 1 0
"ENSG00000238063" 0 0 0 0 0 0
"ENSG00000235804" 0 0 0 0 0 0
"ENSG00000227104" 0 0 0 0 0 0
"ENSG00000243725" 18 28 42 21 11 13
"ENSG00000116985" 642 778 979 288 370 372
"ENSG00000134716" 9 13 14 10 5 6
"ENSG00000171872" 0 2 3 1 4 2
"ENSG00000162407" 913 1570 1501 889 986 792
"ENSG00000285079" 0 0 0 0 0 0
"ENSG00000169218" 3 2 7 2 6 1
"ENSG00000163877" 229 298 307 135 162 140
"ENSG00000228929" 93 203 187 125 169 104
"ENSG00000224570" 1 0 2 0 1 0
"ENSG00000224980" 0 0 0 0 0 0
"ENSG00000185031" 1 0 1 1 1 1
"ENSG00000278967" 1 3 1 0 2 3
"ENSG00000157184" 335 554 556 273 283 249
"ENSG00000272491" 2 2 1 0 0 3
"ENSG00000198815" 1193 1194 1351 756 810 893
"ENSG00000134744" 950 847 1102 516 608 602
"ENSG00000226883" 0 0 0 0 0 0
"ENSG00000162437" 780 890 1014 499 647 543
"ENSG00000233910" 0 0 0 0 0 0
"ENSG00000287703" 0 0 0 0 0 0
"ENSG00000283039" 0 0 0 0 0 0
"ENSG00000229032" 0 0 0 0 0 0
"ENSG00000229294" 5 0 0 3 0 0
"ENSG00000184292" 0 0 0 0 0 0
"ENSG00000187140" 37 45 56 27 39 35
"ENSG00000226754" 7 3 2 6 18 9
"ENSG00000228431" 2 0 0 0 0 0
"ENSG00000279324" 0 0 0 0 0 0
"ENSG00000232993" 0 0 0 0 0 0
"ENSG00000234088" 0 0 0 0 0 0
"ENSG00000186409" 26 36 33 18 32 40
"ENSG00000236973" 0 0 0 0 0 1
"ENSG00000162595" 2 1 2 2 0 0
"ENSG00000227947" 0 0 0 0 0 0
"ENSG00000277397" 0 0 0 0 0 0
"ENSG00000271200" 1 2 1 4 1 1
"ENSG00000235446" 0 0 0 0 0 0
"ENSG00000261196" 0 0 0 0 0 0
"ENSG00000224209" 5 7 2 2 4 1
"ENSG00000171357" 0 1 0 0 0 0
"ENSG00000237853" 14 11 10 6 2 8
"ENSG00000162385" 54 153 183 65 69 73
"ENSG00000231413" 0 0 0 0 0 0
"ENSG00000234264" 14 11 23 8 7 14
"ENSG00000242391" 1 1 0 0 1 0
"ENSG00000086015" 585 431 546 237 242 252
"ENSG00000223883" 0 0 0 0 0 0
"ENSG00000284808" 2 0 3 0 0 0
"ENSG00000184588" 1374 1849 2044 1144 1246 1061
"ENSG00000242267" 0 0 1 0 0 1
"ENSG00000237227" 0 0 0 0 0 0
"ENSG00000117472" 11 25 23 19 30 22
"ENSG00000275350" 0 0 0 0 0 0
"ENSG00000116652" 7 14 4 2 8 3
"ENSG00000203605" 0 0 0 0 0 0
"ENSG00000123080" 400 350 448 241 203 222
"ENSG00000177452" 21 0 4 0 0 5
"ENSG00000285778" 0 0 0 0 0 0
"ENSG00000077549" 1598 2433 2855 1228 1333 1322
"ENSG00000233407" 0 0 0 0 0 0
"ENSG00000225675" 6 4 10 4 1 1
"ENSG00000237622" 0 0 0 0 0 0
"ENSG00000162598" 0 0 0 0 0 0
"ENSG00000280317" 0 0 0 0 0 0
"ENSG00000162415" 205 188 231 139 195 160
"ENSG00000229133" 2 0 1 0 1 0
"ENSG00000185483" 1101 1183 1402 480 442 407
"ENSG00000162600" 245 370 431 202 271 228
"ENSG00000116704" 790 814 943 416 525 506
"ENSG00000225623" 0 0 0 0 0 0
"ENSG00000261213" 3 4 0 0 3 2
"ENSG00000227644" 0 0 0 0 0 0
"ENSG00000157193" 797 710 961 267 323 319
"ENSG00000116205" 161 134 132 63 75 75
"ENSG00000198841" 128 194 208 101 85 85
"ENSG00000116212" 434 705 803 325 349 349
"ENSG00000234204" 0 0 0 0 0 0
"ENSG00000116729" 137 46 96 20 19 61
"ENSG00000224127" 11 9 18 6 9 0
"ENSG00000233099" 0 0 3 0 0 0
"ENSG00000233994" 1 0 0 0 0 1
"ENSG00000237180" 0 0 0 0 0 0
"ENSG00000223956" 0 0 1 0 2 1
"ENSG00000213561" 0 0 0 0 0 0
"ENSG00000234496" 0 0 0 0 0 0
"ENSG00000233973" 0 0 0 0 0 0
"ENSG00000237552" 0 0 0 0 0 0
"ENSG00000132854" 3 3 4 8 3 3
"ENSG00000227556" 0 0 0 0 0 0
"ENSG00000162616" 574 694 858 362 435 432
"ENSG00000271355" 0 0 0 0 0 0
"ENSG00000162607" 2401 3045 3285 876 1033 925
"ENSG00000233602" 4 0 1 0 0 3
"ENSG00000233271" 0 0 0 0 0 0
"ENSG00000285954" 0 0 0 0 0 0
"ENSG00000233333" 0 0 0 0 0 0
"ENSG00000154027" 234 358 399 131 169 152
"ENSG00000234108" 0 0 0 0 0 0
"ENSG00000232676" 0 0 0 0 0 0
"ENSG00000225167" 0 0 0 0 0 0
"ENSG00000132122" 80 64 72 37 75 66
"ENSG00000213579" 0 0 0 0 0 0
"ENSG00000137960" 4 1 0 1 0 2
"ENSG00000227288" 0 2 0 2 0 0
"ENSG00000237852" 3 1 0 1 0 0
"ENSG00000116745" 0 0 0 0 0 1
"ENSG00000132855" 15 2 6 6 3 6
"ENSG00000285407" 0 0 0 0 0 0
"ENSG00000272506" 0 4 3 0 1 1
"ENSG00000172380" 10695 13028 15141 4984 6067 6142
"ENSG00000286429" 12 7 5 2 1 2
"ENSG00000272855" 0 0 0 0 0 0
"ENSG00000270549" 0 4 4 0 0 0
"ENSG00000237163" 0 0 0 0 0 0
"ENSG00000234184" 3 2 10 3 4 11
"ENSG00000229636" 0 0 0 0 0 0
"ENSG00000116675" 289 242 367 167 134 155
"ENSG00000224149" 55 32 67 24 23 37
"ENSG00000162433" 2371 2578 3037 2057 2488 2426
"ENSG00000213625" 2219 2562 3007 1646 2106 2105
"ENSG00000085999" 230 183 199 42 55 36
"ENSG00000227207" 0 0 0 0 0 0
"ENSG00000227016" 0 1 0 0 0 0
"ENSG00000236200" 52 20 50 12 12 9
"ENSG00000233664" 0 0 0 0 0 0
"ENSG00000237928" 0 0 0 0 0 0
"ENSG00000158966" 107 90 126 47 64 85
"ENSG00000284882" 0 0 0 1 0 0
"ENSG00000213703" 5 1 4 1 1 0
"ENSG00000203965" 243 329 290 140 172 145
"ENSG00000223479" 0 0 0 0 0 0
"ENSG00000234953" 0 0 0 0 0 0
"ENSG00000233674" 0 0 0 0 0 0
"ENSG00000153898" 159 184 223 55 90 78
"ENSG00000233290" 0 0 0 0 0 0
"ENSG00000117069" 1 0 0 0 0 0
"ENSG00000229943" 0 0 0 0 0 0
"ENSG00000187048" 0 0 0 0 0 0
"ENSG00000286918" 1 3 10 5 3 4
"ENSG00000228734" 0 2 0 0 0 0
"ENSG00000125703" 292 346 377 160 177 180
"ENSG00000228056" 7 0 4 3 3 1
"ENSG00000285041" 0 0 0 0 0 0
"ENSG00000185839" 9 16 18 10 12 4
"ENSG00000285808" 0 0 0 0 0 0
"ENSG00000236676" 0 0 0 0 0 0
"ENSG00000275678" 0 0 0 0 0 0
"ENSG00000229440" 0 0 0 0 0 0
"ENSG00000234144" 1 1 2 0 1 0
"ENSG00000226891" 6 13 12 7 2 6
"ENSG00000213540" 4 0 2 1 0 0
"ENSG00000277670" 0 0 0 0 0 0
"ENSG00000227466" 7 10 6 5 6 1
"ENSG00000154007" 1 0 0 0 0 0
"ENSG00000225242" 0 0 0 0 0 0
"ENSG00000230498" 4 1 4 0 0 3
"ENSG00000229554" 0 0 0 0 1 0
"ENSG00000285851" 10 4 8 6 1 0
"ENSG00000285782" 0 1 0 0 0 0
"ENSG00000162618" 0 1 0 0 0 0
"ENSG00000224493" 0 0 0 0 0 0
"ENSG00000131233" 0 0 0 0 0 0
"ENSG00000272371" 0 0 0 1 3 0
"ENSG00000287647" 6 1 4 4 4 10
"ENSG00000229225" 0 0 0 0 0 0
"ENSG00000230863" 2 0 2 2 2 0
"ENSG00000234383" 3 0 0 0 0 0
"ENSG00000271576" 9 18 25 17 16 25
"ENSG00000213560" 0 0 0 0 0 0
"ENSG00000153936" 1303 1246 1525 682 756 802
"ENSG00000267734" 1 1 0 1 0 0
"ENSG00000287224" 0 0 0 0 0 0
"ENSG00000225598" 0 0 0 0 0 0
"ENSG00000227883" 0 0 0 0 0 0
"ENSG00000174021" 37 64 85 34 51 20
"ENSG00000084072" 587 1299 1466 597 664 495
"ENSG00000286455" 0 0 0 0 0 0
"ENSG00000225087" 0 0 0 0 0 0
"ENSG00000224986" 0 0 0 0 3 0
"ENSG00000285374" 0 0 0 0 0 0
"ENSG00000180488" 889 1141 1395 571 670 663
"ENSG00000280378" 0 6 0 1 0 1
"ENSG00000286863" 0 0 0 0 0 0
"ENSG00000016490" 0 0 0 0 0 0
"ENSG00000233595" 0 0 0 0 0 0
"ENSG00000188786" 564 578 615 289 303 347
"ENSG00000117151" 117 135 150 110 127 141
"ENSG00000162434" 9335 10880 12354 5666 6458 5874
"ENSG00000230053" 0 0 0 0 0 0
"ENSG00000137941" 267 270 293 112 146 173
"ENSG00000273338" 2 0 1 3 1 1
"ENSG00000116717" 57 62 97 37 37 33
"ENSG00000223720" 0 0 1 1 0 0
"ENSG00000224326" 0 0 0 0 1 0
"ENSG00000235002" 3 0 0 1 0 0
"ENSG00000286548" 9 1 0 0 3 0
"ENSG00000137968" 18 30 33 14 45 20
"ENSG00000066135" 196 232 256 141 155 186
"ENSG00000230027" 0 0 0 0 0 0
"ENSG00000233061" 5 0 0 0 1 0
"ENSG00000272094" 0 0 0 0 0 0
"ENSG00000228853" 0 0 0 0 0 0
"ENSG00000215874" 0 0 0 0 0 0
"ENSG00000232453" 8 9 15 9 10 14
"ENSG00000260386" 0 0 0 0 0 0
"ENSG00000284895" 0 0 0 0 0 0
"ENSG00000117174" 565 293 388 110 127 188
"ENSG00000237413" 0 1 1 1 0 0
"ENSG00000184313" 0 0 0 0 0 0
"ENSG00000224494" 0 0 0 0 0 0
"ENSG00000284645" 0 0 0 0 0 0
"ENSG00000225605" 0 0 0 1 0 0
"ENSG00000226476" 2 0 0 0 0 0
"ENSG00000234807" 6 13 9 7 2 6
"ENSG00000225446" 3 2 5 1 5 3
"ENSG00000288543" 2 0 0 0 0 0
"ENSG00000234683" 0 0 0 0 0 0
"ENSG00000122420" 0 1 2 0 2 4
"ENSG00000284240" 0 0 0 0 0 0
"ENSG00000267561" 0 0 0 0 0 0
"ENSG00000236290" 0 0 0 0 0 0
"ENSG00000143013" 845 1629 1720 596 859 670
"ENSG00000226084" 126 217 245 86 140 117
"ENSG00000134748" 276 240 286 114 160 145
"ENSG00000097096" 323 352 375 187 195 178
"ENSG00000142892" 1775 2962 3250 1182 1280 1082
"ENSG00000242598" 0 0 0 0 0 0
"ENSG00000219102" 0 0 0 0 0 5
"ENSG00000184005" 33 60 47 23 22 29
"ENSG00000230953" 0 1 0 1 0 0
"ENSG00000287743" 0 1 0 2 2 0
"ENSG00000229332" 0 0 0 0 0 0
"ENSG00000227937" 0 0 0 0 0 0
"ENSG00000229752" 0 0 0 0 0 0
"ENSG00000237505" 1 0 2 3 3 0
"ENSG00000285462" 0 0 0 0 0 0
"ENSG00000233216" 0 0 0 0 0 0
"ENSG00000197273" 0 0 0 0 0 0
"ENSG00000226804" 0 1 0 0 0 0
"ENSG00000285325" 0 0 0 0 0 0
"ENSG00000058804" 4895 7371 8118 2497 2847 2681
"ENSG00000230728" 0 0 0 0 0 0
"ENSG00000162402" 2867 1697 2466 865 853 1131
"ENSG00000232846" 0 0 1 0 0 0
"ENSG00000219201" 167 110 113 38 31 52
"ENSG00000287661" 0 0 0 0 0 0
"ENSG00000230787" 0 0 0 0 0 0
"ENSG00000116641" 1551 1667 2029 878 871 916
"ENSG00000235927" 7 10 0 3 0 1
"ENSG00000223920" 0 0 0 0 0 0
"ENSG00000237453" 0 0 0 0 0 0
"ENSG00000281207" 33 12 18 7 7 19
"ENSG00000172260" 0 1 0 0 0 0
"ENSG00000285473" 0 0 0 0 0 0
"ENSG00000237959" 0 0 0 0 0 0
"ENSG00000231364" 0 0 0 0 0 0
"ENSG00000234578" 0 0 0 0 0 0
"ENSG00000185104" 2005 2523 2827 1128 1289 1223
"ENSG00000117480" 6 13 13 5 9 3
"ENSG00000227960" 0 0 0 0 0 0
"ENSG00000137944" 470 662 648 384 419 415
"ENSG00000237568" 0 0 0 0 0 0
"ENSG00000229505" 0 0 0 0 0 0
"ENSG00000228187" 0 0 3 0 0 0
"ENSG00000285201" 0 3 0 0 0 0
"ENSG00000182183" 0 0 1 0 1 0
"ENSG00000236407" 0 0 0 0 0 0
"ENSG00000232284" 14 19 15 8 14 12
"ENSG00000236915" 0 0 0 0 0 0
"ENSG00000271949" 0 0 0 0 0 0
"ENSG00000227062" 0 0 0 0 0 0
"ENSG00000067334" 1369 1828 1990 809 877 769
"ENSG00000235011" 0 0 0 0 0 0
"ENSG00000284734" 0 0 0 0 0 0
"ENSG00000215875" 0 0 0 0 0 0
"ENSG00000235673" 1 0 0 0 0 0
"ENSG00000225938" 0 0 0 0 0 0
"ENSG00000180869" 1 0 3 0 0 0
"ENSG00000226938" 0 0 0 0 0 0
"ENSG00000213559" 0 0 0 0 0 0
"ENSG00000287587" 0 6 2 0 1 0
"ENSG00000122417" 316 423 484 191 268 249
"ENSG00000142949" 2313 1150 1761 718 685 1132
"ENSG00000116133" 788 492 783 485 570 643
"ENSG00000235105" 36 43 46 27 38 25
"ENSG00000285210" 0 0 0 0 0 1
"ENSG00000232882" 4 0 9 2 5 0
"ENSG00000224466" 0 0 0 0 0 0
"ENSG00000171502" 0 1 3 0 7 3
"ENSG00000162399" 0 0 0 0 0 0
"ENSG00000231349" 0 0 0 0 0 0
"ENSG00000116157" 0 0 0 0 0 0
"ENSG00000143036" 144 209 260 160 203 188
"ENSG00000232672" 0 0 0 0 0 0
"ENSG00000230817" 0 0 0 0 0 0
"ENSG00000235613" 0 2 1 0 1 0
"ENSG00000237478" 0 0 0 0 0 0
"ENSG00000065243" 2006 1992 2586 995 1178 1180
"ENSG00000226759" 0 0 0 0 0 0
"ENSG00000226960" 0 0 0 0 0 0
"ENSG00000233877" 4 0 1 1 3 3
"ENSG00000284637" 0 0 0 0 0 0
"ENSG00000234080" 0 0 0 0 0 0
"ENSG00000237899" 3 2 0 1 2 0
"ENSG00000238081" 0 0 0 0 0 0
"ENSG00000234784" 1 1 1 0 0 0
"ENSG00000225492" 0 0 0 0 0 0
"ENSG00000223905" 0 0 0 0 0 0
"ENSG00000227290" 0 0 5 0 1 0
"ENSG00000229486" 0 0 0 0 0 0
"ENSG00000223683" 0 0 0 0 0 0
"ENSG00000282898" 0 0 0 0 0 0
"ENSG00000117500" 1952 2991 3306 1336 1421 1561
"ENSG00000285409" 0 0 0 0 0 0
"ENSG00000016602" 0 0 0 0 0 0
"ENSG00000171790" 35 25 24 10 11 14
"ENSG00000231090" 0 0 1 0 0 0
"ENSG00000117528" 3497 4776 5356 2104 2736 2498
"ENSG00000271723" 0 0 0 0 0 0
"ENSG00000066185" 3 6 4 17 12 11
"ENSG00000172339" 317 540 480 284 263 291
"ENSG00000036549" 1632 2128 2408 1207 1338 1156
"ENSG00000287724" 1 0 2 2 1 0
"ENSG00000229567" 1 0 0 0 0 1
"ENSG00000058799" 471 728 818 453 499 442
"ENSG00000233235" 0 0 0 0 0 0
"ENSG00000225191" 0 0 0 0 0 0
"ENSG00000287870" 0 0 0 0 1 0
"ENSG00000235563" 0 0 0 0 0 0
"ENSG00000232048" 0 0 0 0 0 0
"ENSG00000232857" 2 0 0 0 0 0
"ENSG00000284846" 0 0 0 0 0 0
"ENSG00000273637" 0 0 0 0 0 0
"ENSG00000272145" 14 19 22 12 15 8
"ENSG00000235251" 1 1 0 0 1 3
"ENSG00000203985" 1 0 1 4 6 2
"ENSG00000228838" 0 0 0 3 0 1
"ENSG00000283761" 8 5 17 2 8 4
"ENSG00000284716" 1 1 0 0 0 0
"ENSG00000189433" 2 1 2 1 0 2
"ENSG00000230759" 0 0 0 0 0 0
"ENSG00000231866" 0 0 0 0 0 0
"ENSG00000179178" 0 0 0 0 0 0
"ENSG00000229687" 0 0 0 0 0 0
"ENSG00000142700" 8 16 25 16 11 3
"ENSG00000285525" 0 0 1 0 0 0
"ENSG00000236098" 0 3 3 2 2 1
"ENSG00000233514" 0 0 0 0 0 0
"ENSG00000127124" 60 24 39 8 25 18
"ENSG00000235055" 0 0 0 0 0 0
"ENSG00000266993" 9 20 24 14 20 9
"ENSG00000153923" 0 0 0 0 0 1
"ENSG00000097033" 1808 2074 2500 1337 1469 1565
"ENSG00000223675" 0 0 0 0 0 0
"ENSG00000182330" 0 0 0 0 0 0
"ENSG00000162604" 187 260 277 121 163 168
"ENSG00000229316" 0 0 0 0 0 0
"ENSG00000116171" 909 1472 1692 1004 1207 1061
"ENSG00000287406" 0 0 2 0 0 0
"ENSG00000134709" 442 404 423 222 213 267
"ENSG00000225767" 13 7 5 4 3 2
"ENSG00000234099" 0 0 1 0 0 1
"ENSG00000137936" 430 431 459 178 196 184
"ENSG00000235308" 0 1 1 1 0 0
"ENSG00000232752" 0 0 0 0 0 0
"ENSG00000235829" 0 0 0 0 0 0
"ENSG00000143032" 0 0 0 0 0 0
"ENSG00000228971" 0 0 0 1 0 0
"ENSG00000226745" 0 0 0 0 0 0
"ENSG00000178028" 125 156 173 66 70 90
"ENSG00000280040" 1 3 2 0 2 1
"ENSG00000168710" 2537 1434 2204 986 1187 1551
"ENSG00000117519" 3571 4515 5142 2749 2925 3085
"ENSG00000270507" 0 0 0 0 0 0
"ENSG00000238037" 3 1 0 0 0 1
"ENSG00000215869" 0 0 0 1 0 0
"ENSG00000134215" 691 1266 1368 918 1105 882
"ENSG00000227935" 0 0 0 0 0 0
"ENSG00000229887" 0 0 0 0 0 0
"ENSG00000228502" 1 0 3 3 4 1
"ENSG00000236268" 0 0 0 0 0 0
"ENSG00000225568" 2 5 2 0 4 6
"ENSG00000271277" 0 0 0 0 0 0
"ENSG00000236888" 0 0 0 0 0 0
"ENSG00000279778" 3 2 5 0 1 1
"ENSG00000232015" 1 0 0 0 0 0
"ENSG00000230955" 0 0 0 0 0 0
"ENSG00000230828" 0 0 0 0 0 0
"ENSG00000188641" 227 325 323 223 227 218
"ENSG00000152078" 2274 1962 2521 966 1102 1170
"ENSG00000237279" 0 0 0 0 0 0
"ENSG00000233359" 0 1 0 0 0 0
"ENSG00000237352" 0 0 4 2 0 0
"ENSG00000215887" 0 0 0 0 0 0
"ENSG00000237954" 0 0 0 0 0 0
"ENSG00000185668" 1 1 1 0 2 0
"ENSG00000171492" 1479 1718 1916 1064 1065 1073
"ENSG00000233129" 0 0 0 0 0 0
"ENSG00000230798" 20 37 38 23 11 22
"ENSG00000170989" 1 4 1 0 0 0
"ENSG00000186086" 0 2 0 0 0 0
"ENSG00000055732" 145 160 173 135 104 111
"ENSG00000258634" 53 30 29 30 17 38
"ENSG00000271914" 0 0 0 0 0 0
"ENSG00000233557" 1 0 0 0 0 0
"ENSG00000237897" 0 0 1 0 0 0
"ENSG00000116299" 42 78 61 21 25 30
"ENSG00000137962" 2992 2754 3527 1643 1954 1965
"ENSG00000230881" 0 0 0 0 0 0
"ENSG00000227832" 0 2 0 0 0 0
"ENSG00000198691" 1 17 10 0 3 3
"ENSG00000286692" 0 6 4 1 0 3
"ENSG00000236674" 0 0 0 0 0 0
"ENSG00000260464" 2 8 0 4 1 2
"ENSG00000237435" 0 0 0 0 0 0
"ENSG00000232825" 0 0 0 0 0 0
"ENSG00000231996" 0 0 0 0 0 0
"ENSG00000273204" 2 2 1 5 0 2
"ENSG00000079739" 411 347 584 215 306 313
"ENSG00000242396" 0 0 0 1 0 1
"ENSG00000117154" 0 0 0 0 0 0
"ENSG00000162377" 440 603 741 227 256 209
"ENSG00000224613" 0 2 0 0 0 0
"ENSG00000176378" 0 0 0 0 0 0
"ENSG00000116670" 940 1616 1898 750 790 610
"ENSG00000215871" 0 0 0 0 0 0
"ENSG00000287372" 0 0 0 0 0 0
"ENSG00000232542" 2 0 0 0 0 0
"ENSG00000231095" 0 0 0 0 0 0
"ENSG00000116774" 230 144 131 87 96 98
"ENSG00000224081" 34 46 36 50 35 46
"ENSG00000235299" 3 0 0 0 0 0
"ENSG00000287756" 0 0 0 0 0 0
"ENSG00000269113" 102 48 56 46 39 59
"ENSG00000284652" 0 0 0 0 0 0
"ENSG00000023909" 4518 3820 5097 1618 1786 2231
"ENSG00000117133" 511 647 795 330 391 323
"ENSG00000069702" 600 577 638 261 280 359
"ENSG00000232185" 0 0 0 0 0 0
"ENSG00000230489" 0 0 0 0 0 0
"ENSG00000230721" 0 0 0 0 0 0
"ENSG00000228399" 0 0 0 1 0 0
"ENSG00000236776" 5 0 6 0 1 1
"ENSG00000285928" 25 24 17 5 20 8
"ENSG00000224685" 0 0 0 0 0 0
"ENSG00000287076" 0 0 0 0 0 0
"ENSG00000237480" 0 0 0 0 0 0
"ENSG00000117461" 96 115 131 63 76 62
"ENSG00000271252" 0 1 0 0 0 0
"ENSG00000230427" 0 2 0 0 5 0
"ENSG00000237003" 1 0 0 0 1 1
"ENSG00000235794" 0 0 0 0 0 0
"ENSG00000286758" 0 0 0 0 0 0
"ENSG00000235501" 47 72 76 34 46 53
"ENSG00000237337" 0 0 0 0 0 0
"ENSG00000233184" 99 130 166 72 93 95
"ENSG00000233983" 0 0 0 0 0 0
"ENSG00000198198" 354 273 322 171 171 203
"ENSG00000225183" 0 2 0 0 0 0
"ENSG00000230402" 0 0 0 0 0 0
"ENSG00000116793" 566 666 746 333 412 403
"ENSG00000286899" 1 0 0 0 0 1
"ENSG00000134201" 0 0 0 0 0 0
"ENSG00000238122" 0 0 0 0 0 0
"ENSG00000260879" 0 0 0 0 0 0
"ENSG00000116455" 689 825 849 250 292 309
"ENSG00000213366" 0 2 1 1 0 1
"ENSG00000230864" 0 0 0 0 0 0
"ENSG00000283354" 0 0 0 0 0 0
"ENSG00000232918" 0 0 0 0 0 0
"ENSG00000236360" 0 0 0 0 0 0
"ENSG00000183298" 132 205 255 132 149 159
"ENSG00000234332" 5 0 0 0 0 0
"ENSG00000117525" 82 93 96 32 34 41
"ENSG00000099260" 70 107 98 57 76 59
"ENSG00000225079" 0 0 0 0 0 0
"ENSG00000226483" 0 0 0 0 0 0
"ENSG00000224238" 2 2 1 0 0 1
"ENSG00000229537" 0 0 0 0 0 0
"ENSG00000282608" 0 0 0 0 0 0
"ENSG00000162699" 0 0 0 0 0 0
"ENSG00000134258" 12 18 8 18 5 5
"ENSG00000268993" 0 0 0 0 0 0
"ENSG00000162692" 4 3 3 0 5 0
"ENSG00000203914" 0 0 0 0 0 0
"ENSG00000227070" 2 0 0 0 0 2
"ENSG00000270457" 0 0 0 0 0 0
"ENSG00000163349" 2412 1912 2442 1064 1119 1218
"ENSG00000203858" 2 0 0 0 0 0
"ENSG00000134222" 310 391 506 153 178 179
"ENSG00000231987" 0 0 0 0 0 0
"ENSG00000228057" 0 0 2 0 0 3
"ENSG00000261593" 0 0 0 0 0 0
"ENSG00000224445" 4 0 0 0 0 0
"ENSG00000267272" 1 1 5 0 1 2
"ENSG00000229842" 0 0 0 0 0 0
"ENSG00000270631" 0 0 0 0 0 0
"ENSG00000237343" 0 1 1 3 1 2
"ENSG00000229201" 0 0 0 0 0 0
"ENSG00000181656" 0 0 0 0 0 0
"ENSG00000122481" 54 64 95 44 47 47
"ENSG00000198162" 1535 2032 2121 1150 1268 1251
"ENSG00000238198" 10 2 0 3 0 0
"ENSG00000233593" 79 118 97 69 78 64
"ENSG00000196369" 220 258 279 101 95 92
"ENSG00000171517" 6 6 8 4 3 3
"ENSG00000228852" 4 2 6 1 2 2
"ENSG00000234367" 1 1 2 1 3 0
"ENSG00000225206" 44 38 51 21 24 24
"ENSG00000203864" 0 0 0 1 0 0
"ENSG00000233482" 0 0 0 0 2 0
"ENSG00000271644" 1 0 1 0 0 0
"ENSG00000230250" 0 0 0 0 0 0
"ENSG00000232622" 0 0 0 0 0 0
"ENSG00000117543" 328 548 563 316 351 374
"ENSG00000287374" 1 0 0 1 3 1
"ENSG00000232878" 7 0 0 0 0 0
"ENSG00000143079" 538 401 493 290 339 360
"ENSG00000227963" 15 66 61 19 23 16
"ENSG00000275064" 0 0 2 1 0 2
"ENSG00000134243" 1332 1079 1351 871 840 837
"ENSG00000225297" 0 0 2 0 0 0
"ENSG00000227034" 0 0 0 0 0 0
"ENSG00000232450" 7 5 10 0 2 2
"ENSG00000283752" 0 0 0 0 0 0
"ENSG00000223575" 1 0 0 3 0 0
"ENSG00000230768" 0 0 0 0 0 0
"ENSG00000271578" 0 0 0 0 0 0
"ENSG00000134250" 3379 1865 2700 1201 1184 1646
"ENSG00000234790" 0 0 0 0 0 0
"ENSG00000162643" 9 10 21 13 11 12
"ENSG00000235527" 2 3 2 0 0 0
"ENSG00000235202" 0 2 0 0 0 0
"ENSG00000272715" 0 1 0 0 0 0
"ENSG00000235038" 0 0 0 0 0 0
"ENSG00000143093" 349 504 648 262 291 246
"ENSG00000271291" 0 0 0 0 0 0
"ENSG00000188761" 84 149 143 148 138 138
"ENSG00000226415" 597 1244 1320 652 695 546
"ENSG00000085491" 2431 3781 4086 1528 1707 1591
